shipment_id,order_id,ndr_reason,recommended_channel,also_whatsapp,info_requested,push_notification_title,push_notification_body,email_subject,email_body,whatsapp_message,data_confidence
52F7F5E8CC,110914953721,Landmark missing,Manual Agent Call,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110914953721: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110914953721,"Hi,

We attempted to deliver your order #110914953721 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110914953721 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
0A3A703939,110714933585,Landmark missing,IVR,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110714933585: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110714933585,"Hi,

We attempted to deliver your order #110714933585 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110714933585 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
F21D79868B,110814937226,Landmark missing,Manual Agent Call,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110814937226: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110814937226,"Hi,

We attempted to deliver your order #110814937226 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110814937226 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
B9B550470E,111014961667,Landmark missing,IVR,True,Ask for a nearby landmark,We couldn't deliver your order,Order #111014961667: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #111014961667,"Hi,

We attempted to deliver your order #111014961667 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #111014961667 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
F5DA4553B8,110814948461,Landmark missing,IVR,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110814948461: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110814948461,"Hi,

We attempted to deliver your order #110814948461 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110814948461 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
D67422753A,110914953098,Landmark missing,IVR,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110914953098: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110914953098,"Hi,

We attempted to deliver your order #110914953098 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110914953098 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
16E59F6581,110614920945,Landmark missing,IVR,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110614920945: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110614920945,"Hi,

We attempted to deliver your order #110614920945 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110614920945 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
5EC76A379D,110314880577,Landmark missing,IVR,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110314880577: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110314880577,"Hi,

We attempted to deliver your order #110314880577 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110314880577 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
423EC74DE2,110214875664,Landmark missing,Manual Agent Call,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110214875664: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110214875664,"Hi,

We attempted to deliver your order #110214875664 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110214875664 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
AFBB31FB52,111114976066,Phone not reachable,Manual Agent Call,False,Request an alternate phone number,We couldn't deliver your order,Order #111114976066: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #111114976066,"Hi,

We attempted to deliver your order #111114976066 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
333E574912,111114976682,Phone not reachable,Email,False,Request an alternate phone number,We couldn't deliver your order,Order #111114976682: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #111114976682,"Hi,

We attempted to deliver your order #111114976682 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
B0087C4ECE,110814941285,Phone not reachable,Email,False,Request an alternate phone number,We couldn't deliver your order,Order #110814941285: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #110814941285,"Hi,

We attempted to deliver your order #110814941285 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
C861FA17CD,110814938370,Phone not reachable,Email,False,Request an alternate phone number,We couldn't deliver your order,Order #110814938370: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #110814938370,"Hi,

We attempted to deliver your order #110814938370 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
C9CCD90DC8,110714925159,Phone not reachable,Manual Agent Call,False,Request an alternate phone number,We couldn't deliver your order,Order #110714925159: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #110714925159,"Hi,

We attempted to deliver your order #110714925159 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
9087D44CEB,111214991287,Customer not available,IVR,False,Confirm the best delivery time window,We couldn't deliver your order,Order #111214991287: our delivery partner couldn't complete your delivery (customer not available). Confirm the best delivery time window — tap here to help us get it to you faster.,Action needed: help us deliver order #111214991287,"Hi,

We attempted to deliver your order #111214991287 but were unable to (Customer not available). Confirm the best delivery time window, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
6C27151A61,110914960927,Customer not available,Manual Agent Call,False,Confirm the best delivery time window,We couldn't deliver your order,Order #110914960927: our delivery partner couldn't complete your delivery (customer not available). Confirm the best delivery time window — tap here to help us get it to you faster.,Action needed: help us deliver order #110914960927,"Hi,

We attempted to deliver your order #110914960927 but were unable to (Customer not available). Confirm the best delivery time window, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
0E38C6919F,110914955262,Customer not available,IVR,False,Confirm the best delivery time window,We couldn't deliver your order,Order #110914955262: our delivery partner couldn't complete your delivery (customer not available). Confirm the best delivery time window — tap here to help us get it to you faster.,Action needed: help us deliver order #110914955262,"Hi,

We attempted to deliver your order #110914955262 but were unable to (Customer not available). Confirm the best delivery time window, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
7C0461A6B7,110414898352,Customer not available,IVR,False,Confirm the best delivery time window,We couldn't deliver your order,Order #110414898352: our delivery partner couldn't complete your delivery (customer not available). Confirm the best delivery time window — tap here to help us get it to you faster.,Action needed: help us deliver order #110414898352,"Hi,

We attempted to deliver your order #110414898352 but were unable to (Customer not available). Confirm the best delivery time window, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
B6A483289C,110514906834,Landmark missing,Manual Agent Call,True,Ask for a nearby landmark,We couldn't deliver your order,Order #110514906834: our delivery partner couldn't complete your delivery (landmark missing). Ask for a nearby landmark — tap here to help us get it to you faster.,Action needed: help us deliver order #110514906834,"Hi,

We attempted to deliver your order #110514906834 but were unable to (Landmark missing). Ask for a nearby landmark, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110514906834 couldn't be delivered (landmark missing). Ask for a nearby landmark — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
CF63240F6F,110114863550,Customer requested re-attempt,Manual Agent Call,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #110114863550: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #110114863550,"Hi,

We attempted to deliver your order #110114863550 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110114863550 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
AC8F5F8006,111114976956,Delivery postponed by customer,Manual Agent Call,False,Confirm the new delivery date,We couldn't deliver your order,Order #111114976956: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #111114976956,"Hi,

We attempted to deliver your order #111114976956 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
CAAF292DE0,111014961828,Phone not reachable,Manual Agent Call,False,Request an alternate phone number,We couldn't deliver your order,Order #111014961828: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #111014961828,"Hi,

We attempted to deliver your order #111014961828 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
F3C108D556,103114842046,Customer requested re-attempt,IVR,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #103114842046: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #103114842046,"Hi,

We attempted to deliver your order #103114842046 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #103114842046 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
2CFE9B9066,100714543882,Customer requested re-attempt,IVR,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #100714543882: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #100714543882,"Hi,

We attempted to deliver your order #100714543882 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #100714543882 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
6BF50AA0F4,110314876351,Delivery postponed by customer,Manual Agent Call,False,Confirm the new delivery date,We couldn't deliver your order,Order #110314876351: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #110314876351,"Hi,

We attempted to deliver your order #110314876351 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
A78BF643D2,111214985692,Phone not reachable,Manual Agent Call,False,Request an alternate phone number,We couldn't deliver your order,Order #111214985692: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #111214985692,"Hi,

We attempted to deliver your order #111214985692 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
6BAC439549,111114980708,Delivery postponed by customer,IVR,False,Confirm the new delivery date,We couldn't deliver your order,Order #111114980708: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #111114980708,"Hi,

We attempted to deliver your order #111114980708 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
20829CDBA4,102914826751,Delivery postponed by customer,IVR,False,Confirm the new delivery date,We couldn't deliver your order,Order #102914826751: our delivery partner couldn't complete your delivery (delivery postponed by customer). Confirm the new delivery date — tap here to help us get it to you faster.,Action needed: help us deliver order #102914826751,"Hi,

We attempted to deliver your order #102914826751 but were unable to (Delivery postponed by customer). Confirm the new delivery date, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
E395DB08F0,110914957203,Phone not reachable,Manual Agent Call,False,Request an alternate phone number,We couldn't deliver your order,Order #110914957203: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #110914957203,"Hi,

We attempted to deliver your order #110914957203 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
A4FD498C8A,110514909354,Phone not reachable,Manual Agent Call,False,Request an alternate phone number,We couldn't deliver your order,Order #110514909354: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #110514909354,"Hi,

We attempted to deliver your order #110514909354 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
1A6E0D7A9A,110914959035,Customer requested re-attempt,Manual Agent Call,True,Confirm the requested reattempt date/slot,We couldn't deliver your order,Order #110914959035: our delivery partner couldn't complete your delivery (customer requested re-attempt). Confirm the requested reattempt date/slot — tap here to help us get it to you faster.,Action needed: help us deliver order #110914959035,"Hi,

We attempted to deliver your order #110914959035 but were unable to (Customer requested re-attempt). Confirm the requested reattempt date/slot, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",Hi! Your order #110914959035 couldn't be delivered (customer requested re-attempt). Confirm the requested reattempt date/slot — reply here or tap the link to sort it out in under a minute.,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
E14F96347C,101514662134,Phone not reachable,Manual Agent Call,False,Request an alternate phone number,We couldn't deliver your order,Order #101514662134: our delivery partner couldn't complete your delivery (phone not reachable). Request an alternate phone number — tap here to help us get it to you faster.,Action needed: help us deliver order #101514662134,"Hi,

We attempted to deliver your order #101514662134 but were unable to (Phone not reachable). Request an alternate phone number, and we'll schedule the next attempt right away.

Reply to this email or use the app to update your details.

Thanks,
Customer Care — AI Logistics Control Tower",,"MOCK (message content — no real push notification, email, WhatsApp message, or call is actually sent; recommended_channel/also_whatsapp is the routing decision, not proof of contact)"
