order_id,customer_city,customer_pincode,package_amount,product_sku,warehouse_address,warehouse_pincode,warehouse_city,order_date,pickup_date,first_attempt_date,delivery_date,edd,ndr_reason,payment_mode,current_status,shipment_uid,customer_name_masked,customer_phone_masked,customer_address_masked,dq_flags,data_confidence_core,dest_zone,lane_class,distance_km,lane,awb,origin_hub,destination_hub,carrier,pickup_sla_days,transit_sla_days,delivery_sla_days,order_to_pickup_days,pickup_to_delivery_days,order_to_delivery_days,edd_days_promised,pickup_sla_breach,is_delivered,edd_met,edd_missed,is_rto,is_lost,is_open,outcome_label,shipment_ageing_days,has_ndr,ndr_category,ndr_low_recovery_reason,attempt_number,first_attempt_success,rto_reason,order_dow,order_week,is_weekend_order,is_cod,transit_actual_days,carrier_sla_breach,exception_category
110614917619,Bangalore,560082.0,559,KRU-2645937,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-02,2026-01-02,2026-01-04,Not Applicable,COD,Delivered,BFFE6D1D85,Z*** C***,XXXXXX1052,[REDACTED - Bangalore],,ACTUAL,5,Metro,725.8,Bangalore <- Mumbai,AWB9107113826,Mumbai Bhiwandi FC,Bangalore Delivery Station,Carrier A,1,3,4,1,0.0,1.0,3,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,0.0,False,None
111014969453,Ghaziabad,201010.0,1049,MP9-2492808,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-05,2026-01-05,2026-01-06,Not Applicable,COD,Delivered,0BF0590CBF,P*** C***,XXXXXX5430,[REDACTED - Ghaziabad],,ACTUAL,2,National,1404.1,Ghaziabad <- Mumbai,AWB5642901572,Mumbai Bhiwandi FC,Ghaziabad Delivery Station,Carrier B,1,4,5,1,3.0,4.0,5,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,3.0,False,None
110914961162,Bangalore,560066.0,587,THD-1804130,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-06,2026-01-06,2026-01-04,Not Applicable,COD,Delivered,D249194303,B*** C***,XXXXXX2855,[REDACTED - Bangalore],,ACTUAL,5,Metro,827.0,Bangalore <- Mumbai,AWB7788632110,Mumbai Bhiwandi FC,Bangalore Delivery Station,Carrier A,1,3,4,1,4.0,5.0,3,False,True,False,True,False,False,False,Delivered Late,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,4.0,True,Late Delivery
101114601395,Mumbai,400080.0,1359,SRS-2752085,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-03,2026-01-05,,2026-01-04,COD payment declined,Prepaid,RTO,FE52ABA6ED,T*** C***,XXXXXX6429,[REDACTED - Mumbai],,ACTUAL,4,Local,16.0,Mumbai <- Mumbai,AWB8592046073,Mumbai Bhiwandi FC,Mumbai Delivery Station,Carrier B,1,1,2,2,,,3,True,False,False,False,True,False,False,RTO,63,True,Payment Issue,True,3,False,COD payment declined,Thursday,1,False,False,,False,RTO
111114974751,Thane,401105.0,685,QMB-2413643,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-03,2026-01-03,2026-01-04,Not Applicable,COD,Delivered,B13085119A,A*** C***,XXXXXX6754,[REDACTED - Thane],,ACTUAL,4,Local,15.1,Thane <- Mumbai,AWB9656494423,Mumbai Bhiwandi FC,Thane Delivery Station,Carrier A,1,1,2,1,1.0,2.0,3,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,1.0,False,None
110914958357,Patiala,147001.0,647,THD-1585039,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-06,2026-01-06,2026-01-05,Not Applicable,COD,Delivered,9D9F20F956,I*** C***,XXXXXX7735,[REDACTED - Patiala],,ACTUAL,1,National,1418.5,Patiala <- Mumbai,AWB9021906707,Mumbai Bhiwandi FC,Patiala Delivery Station,Carrier B,1,4,5,1,4.0,5.0,4,False,True,False,True,False,False,False,Delivered Late,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,4.0,False,Late Delivery
110914958338,Patiala,147001.0,449,YWB-2321711,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-07,2026-01-07,2026-01-09,Not Applicable,Prepaid,Delivered,120F92A453,I*** C***,XXXXXX7735,[REDACTED - Patiala],,ACTUAL,1,National,1418.5,Patiala <- Mumbai,AWB6582683099,Mumbai Bhiwandi FC,Patiala Delivery Station,Carrier B,1,4,5,1,5.0,6.0,8,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,False,5.0,True,None
110914955467,West Delhi,110059.0,584,MBC-2786575,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-08,,2026-01-06,Customer refused delivery,COD,RTO,5D3B9109E0,G*** C***,XXXXXX1863,[REDACTED - West Delhi],,ACTUAL,1,National,1476.0,West Delhi <- Mumbai,AWB4427648737,Mumbai Bhiwandi FC,West Delhi Delivery Station,Carrier D,1,4,5,1,,,5,False,False,False,False,True,False,False,RTO,63,True,Customer Rejection,True,3,False,Customer refused delivery,Thursday,1,False,True,,False,RTO
103114848462,Thane,421201.0,930,BCC-1837491,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-02,2026-01-02,2026-01-04,Not Applicable,COD,Delivered,FB0A10E69A,P*** C***,XXXXXX4458,[REDACTED - Thane],,ACTUAL,4,Local,13.7,Thane <- Mumbai,AWB6093135089,Mumbai Bhiwandi FC,Thane Delivery Station,Carrier A,1,1,2,1,0.0,1.0,3,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,0.0,False,None
110914952531,Hisar,125004.0,599,BUC-2734159,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-09,2026-01-09,2026-01-06,Not Applicable,Prepaid,Delivered,2DEF28409B,P*** C***,XXXXXX7379,[REDACTED - Hisar],,ACTUAL,1,National,1396.2,Hisar <- Mumbai,AWB9148330458,Mumbai Bhiwandi FC,Hisar Delivery Station,Carrier D,1,4,5,1,7.0,8.0,5,False,True,False,True,False,False,False,Delivered Late,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,False,7.0,True,Late Delivery
110914950248,Noida,201301.0,808,WNX-2555175,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-01,2026-01-04,2026-01-05,2026-01-05,Customer not available,Prepaid,Delivered,5F744262A6,S*** C***,XXXXXX5803,[REDACTED - Noida],,ACTUAL,2,Metro,1329.2,Noida <- Mumbai,AWB2439646712,Mumbai Bhiwandi FC,Noida Delivery Station,Carrier C,1,3,4,0,4.0,4.0,4,False,True,True,False,False,False,False,Delivered On-Time,63,True,Customer Availability,False,2,False,Not Applicable,Thursday,1,False,False,4.0,True,None
110814942557,New Delhi,110027.0,777,RUO-2562848,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-03,2026-01-05,2026-01-05,2026-01-06,Not Applicable,Prepaid,Delivered,DB6651830E,A*** C***,XXXXXX5978,[REDACTED - New Delhi],,ACTUAL,1,Metro,1399.6,New Delhi <- Mumbai,AWB6336428397,Mumbai Bhiwandi FC,New Delhi Delivery Station,Carrier D,1,3,4,2,2.0,4.0,5,True,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,False,2.0,False,None
110214870821,Lucknow,226028.0,557,DUE-1510929,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,,,2026-01-04,Not Applicable,Prepaid,In-Transit,A2C1837EA7,P*** C***,XXXXXX7310,[REDACTED - Lucknow],not_yet_attempted,ACTUAL,2,National,1399.5,Lucknow <- Mumbai,AWB6803819888,Mumbai Bhiwandi FC,Lucknow Delivery Station,Carrier C,1,4,5,1,,,3,False,False,False,False,False,False,True,Open,63,False,N/A,False,0,False,Not Applicable,Thursday,1,False,False,,False,None
111114976506,North 24 Parganas,700055.0,848,JJS-2721412,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-04,2026-01-04,2026-01-04,Not Applicable,Prepaid,Delivered,837A9067E8,S*** C***,XXXXXX7749,[REDACTED - North 24 Parganas],,ACTUAL,7,National,1812.2,North 24 Parganas <- Mumbai,AWB4295161068,Mumbai Bhiwandi FC,North 24 Parganas Delivery Station,Carrier B,1,4,5,1,2.0,3.0,3,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,False,2.0,False,None
110614917516,South Delhi,110017.0,782,YZK-2746256,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-03,2026-01-06,2026-01-08,2026-01-06,Landmark missing,Prepaid,Delivered,5850B769F1,G*** C***,XXXXXX4600,[REDACTED - South Delhi],,ACTUAL,1,National,1355.1,South Delhi <- Mumbai,AWB4331738266,Mumbai Bhiwandi FC,South Delhi Delivery Station,Carrier D,1,4,5,2,5.0,7.0,5,True,True,False,True,False,False,False,Delivered Late,63,True,Address Issue,False,2,False,Not Applicable,Thursday,1,False,False,5.0,True,Late Delivery
110714927383,Kanchipuram,600130.0,1559,HBM-2301309,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-03,2026-01-05,,2026-01-05,COD payment declined,COD,RTO,78525C3B13,R*** C***,XXXXXX6061,[REDACTED - Kanchipuram],,ACTUAL,6,National,1355.4,Kanchipuram <- Mumbai,AWB1166372084,Mumbai Bhiwandi FC,Kanchipuram Delivery Station,Carrier C,1,4,5,2,,,4,True,False,False,False,True,False,False,RTO,63,True,Payment Issue,True,3,False,COD payment declined,Thursday,1,False,True,,False,RTO
110614917515,South Delhi,110017.0,1047,YZK-2736784,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-01,,,2026-01-04,Not Applicable,Prepaid,Order Packed,2F374FE0F6,G*** C***,XXXXXX4600,[REDACTED - South Delhi],not_yet_attempted,ACTUAL,1,National,1355.1,South Delhi <- Mumbai,AWB4542489435,Mumbai Bhiwandi FC,South Delhi Delivery Station,Carrier B,1,4,5,0,,,3,False,False,False,False,False,False,True,Open,63,False,N/A,False,0,False,Not Applicable,Thursday,1,False,False,,False,None
103014836345,Shimoga,577204.0,256,ETZ-2364677,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-03,2026-01-07,2026-01-07,2026-01-07,Not Applicable,COD,Delivered,8F9FAF0DB8,S*** C***,XXXXXX0992,[REDACTED - Shimoga],,ACTUAL,5,National,753.1,Shimoga <- Mumbai,AWB1909837551,Mumbai Bhiwandi FC,Shimoga Delivery Station,Carrier B,1,4,5,2,4.0,6.0,6,True,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,4.0,False,None
111014970832,North Delhi,110085.0,649,YWB-2626892,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-09,,2026-01-07,Customer not available,Prepaid,RTO,6AB4AF2A6F,D*** C***,XXXXXX2464,[REDACTED - North Delhi],,ACTUAL,1,National,1578.9,North Delhi <- Mumbai,AWB8775771654,Mumbai Bhiwandi FC,North Delhi Delivery Station,Carrier A,1,4,5,1,,,6,False,False,False,False,True,False,False,RTO,63,True,Customer Availability,False,3,False,Customer not available,Thursday,1,False,False,,False,RTO
111014969651,Hyderabad,500080.0,1008,THD-1584999,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-03,2026-01-03,2026-01-05,Not Applicable,Prepaid,Delivered,A03FE1A9AA,H*** C***,XXXXXX1135,[REDACTED - Hyderabad],,ACTUAL,5,Metro,888.5,Hyderabad <- Mumbai,AWB4327925125,Mumbai Bhiwandi FC,Hyderabad Delivery Station,Carrier D,1,3,4,1,1.0,2.0,4,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,False,1.0,False,None
111114983178,Thane,421301.0,956,VBB-2747427,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-07,2026-01-10,2026-01-09,Phone not reachable,COD,Delivered,CF9B201D47,K*** C***,XXXXXX7739,[REDACTED - Thane],,ACTUAL,4,Local,17.0,Thane <- Mumbai,AWB7980130353,Mumbai Bhiwandi FC,Thane Delivery Station,Carrier A,1,1,2,1,8.0,9.0,8,False,True,False,True,False,False,False,Delivered Late,63,True,Contact Issue,False,2,False,Not Applicable,Thursday,1,False,True,8.0,True,Late Delivery
111114975378,Gurgaon,122002.0,604,QZY-2749996,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-01,2026-01-05,2026-01-06,2026-01-06,Customer requested re-attempt,COD,Delivered,F152FFB79E,A*** C***,XXXXXX7265,[REDACTED - Gurgaon],,ACTUAL,1,Metro,1527.3,Gurgaon <- Mumbai,AWB9075245316,Mumbai Bhiwandi FC,Gurgaon Delivery Station,Carrier B,1,3,4,0,5.0,5.0,5,False,True,True,False,False,False,False,Delivered On-Time,63,True,Customer Availability,False,2,False,Not Applicable,Thursday,1,False,True,5.0,True,None
110714927197,Sambalpur,768006.0,899,BYN-2544700,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-05,,2026-01-04,COD payment declined,COD,RTO,2965D69DF4,S*** C***,XXXXXX9300,[REDACTED - Sambalpur],,ACTUAL,7,National,1872.6,Sambalpur <- Mumbai,AWB0278152688,Mumbai Bhiwandi FC,Sambalpur Delivery Station,Carrier B,1,4,5,1,,,3,False,False,False,False,True,False,False,RTO,63,True,Payment Issue,True,3,False,COD payment declined,Thursday,1,False,True,,False,RTO
111114974676,Ananthapur,515001.0,717,XHC-2706963,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-08,,2026-01-06,Landmark missing,COD,RTO,7F9A62A88E,K*** C***,XXXXXX6564,[REDACTED - Ananthapur],,ACTUAL,5,National,736.5,Ananthapur <- Mumbai,AWB6920288623,Mumbai Bhiwandi FC,Ananthapur Delivery Station,Carrier D,1,4,5,1,,,5,False,False,False,False,True,False,False,RTO,63,True,Address Issue,False,3,False,Landmark missing,Thursday,1,False,True,,False,RTO
110714926718,Thane,421503.0,661,YYG-2700912,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-05,2026-01-05,2026-01-05,Not Applicable,COD,Delivered,5EA8345CAF,S*** C***,XXXXXX8150,[REDACTED - Thane],,ACTUAL,4,Local,16.7,Thane <- Mumbai,AWB2340112464,Mumbai Bhiwandi FC,Thane Delivery Station,Carrier B,1,1,2,1,3.0,4.0,4,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,3.0,True,None
111014971217,Gautam Buddha Nagar,201301.0,821,CBS-2461098,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-03,2026-01-05,2026-01-05,2026-01-05,Not Applicable,Prepaid,Delivered,0046FDC6A8,S*** C***,XXXXXX7566,[REDACTED - Gautam Buddha Nagar],,ACTUAL,2,Metro,1329.2,Gautam Buddha Nagar <- Mumbai,AWB3870819951,Mumbai Bhiwandi FC,Gautam Buddha Nagar Delivery Station,Carrier B,1,3,4,2,2.0,4.0,4,True,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,False,2.0,False,None
111114974767,Gurgaon,122018.0,299,TSX-2717106,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-01,2026-01-02,2026-01-03,2026-01-03,Customer not available,COD,Delivered,11D6420AC6,S*** C***,XXXXXX3970,[REDACTED - Gurgaon],,ACTUAL,1,Metro,1429.0,Gurgaon <- Mumbai,AWB0015798517,Mumbai Bhiwandi FC,Gurgaon Delivery Station,Carrier C,1,3,4,0,2.0,2.0,2,False,True,True,False,False,False,False,Delivered On-Time,63,True,Customer Availability,False,2,False,Not Applicable,Thursday,1,False,True,2.0,False,None
110714929267,Gurgaon,122506.0,899,ZIQ-2689934,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-03,2026-01-06,2026-01-06,2026-01-06,Not Applicable,COD,Delivered,E31C11E2C7,M*** C***,XXXXXX9501,[REDACTED - Gurgaon],,ACTUAL,1,Metro,1413.9,Gurgaon <- Mumbai,AWB5115750761,Mumbai Bhiwandi FC,Gurgaon Delivery Station,Carrier C,1,3,4,2,3.0,5.0,5,True,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,3.0,False,None
110214874260,Tinsukia,786125.0,589,YUB-2555803,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-02,2026-01-03,2026-01-03,2026-01-04,Not Applicable,COD,Delivered,4F784F6B78,N*** C***,XXXXXX7031,[REDACTED - Tinsukia],,ACTUAL,7,National,2038.5,Tinsukia <- Mumbai,AWB5144071596,Mumbai Bhiwandi FC,Tinsukia Delivery Station,Carrier B,1,4,5,1,1.0,2.0,3,False,True,True,False,False,False,False,Delivered On-Time,63,False,N/A,False,1,True,Not Applicable,Thursday,1,False,True,1.0,False,None
110714934994,Jhujhunu,333031.0,479,PS5-2785148,"ABC, Bhiwandi, Mumbai, Maharashtra",400016,Mumbai,2026-01-01,2026-01-03,2026-01-05,,2026-01-04,Landmark missing,COD,RTO,BCD485AD10,R*** C***,XXXXXX8123,[REDACTED - Jhujhunu],,ACTUAL,3,National,713.4,Jhujhunu <- Mumbai,AWB6590035806,Mumbai Bhiwandi FC,Jhujhunu Delivery Station,Carrier C,1,4,5,2,,,3,True,False,False,False,True,False,False,RTO,63,True,Address Issue,False,3,False,Landmark missing,Thursday,1,False,True,,False,RTO
